work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,SE,FT,Data Engineer,37200,EUR,41333,SK,0,SK,M
2024,MI,FT,Data Engineer,18000,EUR,20000,SK,0,SK,M
2024,MI,FT,Data Engineer,18000,EUR,20000,SK,0,SK,M
2024,MI,FT,Data Manager,31364,GBP,39205,GB,0,GB,M
2024,MI,FT,Data Manager,29777,GBP,37221,GB,0,GB,M
2024,SE,FT,Consultant,26400,EUR,29333,SK,0,SK,M
2024,SE,FT,Consultant,26400,EUR,29333,SK,0,SK,M
2024,SE,FT,Software Developer,37200,EUR,41333,SK,0,SK,M
2024,SE,FT,Software Developer,37200,EUR,41333,SK,0,SK,M
2024,MI,FT,Systems Engineer,138000,USD,138000,DE,0,DE,M
2024,MI,FT,Systems Engineer,86000,USD,86000,DE,0,DE,M
2024,SE,FT,Data Analyst,125000,GBP,156250,GB,0,GB,M
2024,SE,FT,Data Analyst,100000,GBP,125000,GB,0,GB,M
2024,EX,FT,Data Analyst,30000,GBP,37500,GB,0,GB,M
2024,EX,FT,Data Analyst,25000,GBP,31250,GB,0,GB,M
2024,SE,FT,Product Manager,102500,GBP,128125,GB,0,GB,M
2024,SE,FT,Product Manager,80500,GBP,100625,GB,0,GB,M
2024,SE,FT,Analytics Engineer,70000,EUR,77777,GB,100,GB,M
2024,MI,FT,Platform Data Engineer,36000,EUR,40000,PT,100,PT,L
2024,EN,FT,Data Analyst,80000,GBP,100000,GB,0,GB,M
2024,EN,FT,Data Analyst,75000,GBP,93750,GB,0,GB,M
2024,SE,FT,Data Analyst,65500,EUR,72777,IE,0,IE,M
2024,SE,FT,Data Analyst,55500,EUR,61666,IE,0,IE,M
2024,EX,FT,Data Engineer,87840,EUR,97600,LT,0,LT,M
2024,EX,FT,Data Engineer,58560,EUR,65066,LT,0,LT,M
2024,MI,FT,Business Intelligence Engineer,40000,GBP,50000,GB,0,GB,M
2024,MI,FT,Business Intelligence Engineer,30000,GBP,37500,GB,0,GB,M
2024,MI,FT,Analytics Engineer,66000,EUR,73333,NL,0,NL,M
2024,MI,FT,Analytics Engineer,48000,EUR,53333,NL,0,NL,M
2024,SE,FT,Data Engineer,31848,EUR,35386,HR,0,HR,M
2024,SE,FT,Data Analyst,31848,EUR,35386,HR,0,HR,M
2024,SE,FT,Analytics Engineer,60000,GBP,75000,GB,0,GB,M
2024,SE,FT,Analytics Engineer,60000,GBP,75000,GB,0,GB,M
2024,SE,FT,Data Engineer,100000,GBP,125000,GB,0,GB,M
2024,SE,FT,Data Engineer,80000,GBP,100000,GB,0,GB,M
2024,EN,FT,Data Analyst,57700,EUR,64111,AT,0,AT,M
2024,EN,FT,Data Analyst,57700,EUR,64111,AT,0,AT,M
2024,EN,FT,Data Scientist,22308,GBP,27885,GB,0,GB,M
2024,EN,FT,Data Scientist,22308,GBP,27885,GB,0,GB,M
2024,EN,FT,Data Engineer,89000,GBP,111250,GB,0,GB,M
2024,EN,FT,Data Engineer,67100,GBP,83875,GB,0,GB,M
2024,MI,FT,Robotics Engineer,88117,USD,88117,DE,0,DE,M
2024,MI,FT,Robotics Engineer,70492,USD,70492,DE,0,DE,M
2024,SE,FT,Machine Learning Engineer,120000,EUR,133333,CH,0,CH,M
2024,SE,FT,Machine Learning Engineer,120000,EUR,133333,CH,0,CH,M
2024,SE,FT,Data Governance Specialist,170100,USD,170100,NL,0,NL,M
2024,SE,FT,Data Governance Specialist,89100,USD,89100,NL,0,NL,M
2024,MI,FT,Data Engineer,70000,GBP,87500,GB,0,GB,M
2024,MI,FT,Data Engineer,51200,GBP,64000,GB,0,GB,M
2024,SE,FT,Data Analyst,69860,GBP,87325,GB,0,GB,M
2024,SE,FT,Data Analyst,62874,GBP,78592,GB,0,GB,M
2024,SE,FT,Data Engineer,40000,EUR,44444,FR,0,FR,M
2024,SE,FT,Data Engineer,36000,EUR,40000,FR,0,FR,M
2024,MI,FT,Software Engineer,480000,PLN,120000,PL,0,PL,M
2024,MI,FT,Software Engineer,336000,PLN,84000,PL,0,PL,M
2024,MI,FT,Data Analyst,128200,EUR,142444,IE,0,IE,M
2024,MI,FT,Data Analyst,70800,EUR,78666,IE,0,IE,M
2024,SE,FT,Manager,75000,USD,75000,PL,100,PL,M
2024,SE,FT,Manager,64000,USD,64000,PL,100,PL,M
2024,SE,CT,Analyst,60000,GBP,75000,GB,0,GB,M
2024,SE,CT,Analyst,50000,GBP,62500,GB,0,GB,M
2024,SE,FT,Engineer,50000,EUR,55555,DE,0,DE,M
2024,SE,FT,Engineer,46000,EUR,51111,DE,0,DE,M
2024,MI,FT,Data Engineer,40000,GBP,50000,GB,0,GB,M
2024,MI,FT,Data Engineer,40000,GBP,50000,GB,0,GB,M
2024,MI,FT,Data Scientist,85500,EUR,95000,IE,0,IE,M
2024,MI,FT,Data Scientist,51300,EUR,57000,IE,0,IE,M
2024,EX,FT,Data Analyst,68000,USD,68000,GB,0,GB,M
2024,EX,FT,Data Analyst,51824,USD,51824,GB,0,GB,M
2024,MI,FT,Data Analyst,75000,USD,75000,GB,0,GB,M
2024,MI,FT,Data Analyst,51824,USD,51824,GB,0,GB,M
2024,MI,FT,Data Engineer,75780,GBP,94725,GB,0,GB,M
2024,MI,FT,Data Engineer,68202,GBP,85252,GB,0,GB,M
2024,EN,FT,Business Analyst,22000,EUR,24444,IT,0,IT,M
2024,EN,FT,Data Engineer,80040,EUR,88933,NL,0,NL,M
2024,EN,FT,Data Engineer,49920,EUR,55466,NL,0,NL,M
2024,EN,FT,Analyst,54000,EUR,60000,IE,0,IE,M
2024,EN,FT,Analyst,46000,EUR,51111,IE,0,IE,M
2024,MI,FT,Software Engineer,39600,EUR,44000,SK,0,SK,M
2024,MI,FT,Software Engineer,39600,EUR,44000,SK,0,SK,M
2024,SE,FT,Engineer,135000,USD,135000,PL,100,PL,M
2024,SE,FT,Engineer,115000,USD,115000,PL,100,PL,M
2024,MI,FT,Consultant,178000,USD,178000,NL,0,NL,M
2024,MI,FT,Consultant,160000,USD,160000,NL,0,NL,M
2024,MI,FT,Consultant,178000,USD,178000,GB,0,GB,M
2024,MI,FT,Consultant,160000,USD,160000,GB,0,GB,M
2024,MI,FT,Consultant,178000,USD,178000,ES,0,ES,M
2024,MI,FT,Consultant,160000,USD,160000,ES,0,ES,M
2024,MI,FT,Consultant,178000,USD,178000,FI,0,FI,M
2024,MI,FT,Consultant,160000,USD,160000,FI,0,FI,M
2024,MI,FT,Data Product Owner,110000,GBP,137500,GB,0,GB,M
2024,MI,FT,Data Product Owner,80000,GBP,100000,GB,0,GB,M
2024,MI,FT,Data Engineer,120000,USD,120000,PL,100,PL,M
2024,MI,FT,Data Engineer,100000,USD,100000,PL,100,PL,M
2024,MI,FT,Associate,39105,GBP,48881,GB,0,GB,M
2024,MI,FT,Associate,32296,GBP,40370,GB,0,GB,M
2024,SE,FT,Data Engineer,70000,GBP,87500,GB,0,GB,M
2024,SE,FT,Data Engineer,60000,GBP,75000,GB,0,GB,M
2024,MI,FT,Machine Learning Engineer,50000,GBP,62500,GB,0,GB,M
2024,MI,FT,Machine Learning Engineer,40000,GBP,50000,GB,0,GB,M
2024,MI,FT,Associate,85544,GBP,106930,GB,0,GB,M
2024,MI,FT,Associate,46485,GBP,58106,GB,0,GB,M
2024,MI,FT,Associate,85544,GBP,106930,GB,0,GB,M
2024,MI,FT,Associate,46485,GBP,58106,GB,0,GB,M
2024,SE,FT,Data Developer,66120,EUR,73466,NL,0,NL,M
2024,SE,FT,Data Developer,43392,EUR,48213,NL,0,NL,M
2024,MI,FT,Data Scientist,70000,GBP,87500,GB,0,GB,M
2024,MI,FT,Data Scientist,60000,GBP,75000,GB,0,GB,M
2024,SE,FT,Manager,70000,EUR,77777,AT,0,AT,M
2024,SE,FT,Manager,70000,EUR,77777,AT,0,AT,M
2024,EN,FT,Analyst,55000,GBP,68750,GB,0,GB,M
2024,EN,FT,Analyst,45000,GBP,56250,GB,0,GB,M
2024,MI,FT,Software Engineer,101000,EUR,112222,ES,100,ES,M
2024,MI,FT,Software Engineer,71000,EUR,78888,ES,100,ES,M
2024,EN,FT,Analyst,28500,GBP,35625,GB,0,GB,M
2024,EN,FT,Analyst,28500,GBP,35625,GB,0,GB,M
2024,EN,FT,Data Engineer,31200,EUR,34666,SK,0,SK,M
2024,EN,FT,Data Engineer,19200,EUR,21333,SK,0,SK,M
2024,MI,FT,Engineer,327200,GBP,409000,GB,0,GB,M
2024,MI,FT,Engineer,28505,GBP,35631,GB,0,GB,M
2024,MI,FT,Data Manager,47874,GBP,59842,GB,0,GB,M
2024,MI,FT,Data Manager,40247,GBP,50308,GB,0,GB,M
2024,EN,FT,Data Analyst,34329,GBP,42911,GB,0,GB,M
2024,EN,FT,Data Analyst,30468,GBP,38085,GB,0,GB,M
2024,SE,FT,BI Engineer,60000,GBP,75000,GB,0,GB,M
2024,SE,FT,BI Engineer,45000,GBP,56250,GB,0,GB,M
2024,EN,FT,Data Specialist,79776,EUR,88640,NL,0,NL,M
2024,EN,FT,Data Specialist,79776,EUR,88640,NL,0,NL,M
2024,SE,FT,Data Architect,149500,USD,149500,DE,0,DE,M
2024,SE,FT,Data Architect,110500,USD,110500,DE,0,DE,M
2024,MI,FT,Data Scientist,64800,EUR,72000,NL,0,NL,M
2024,MI,FT,Data Scientist,51600,EUR,57333,NL,0,NL,M
2024,SE,FT,Software Engineer,115000,EUR,127777,ES,100,ES,M
2024,SE,FT,Software Engineer,85000,EUR,94444,ES,100,ES,M
2024,MI,FT,Data Analyst,98000,EUR,108888,IE,0,IE,M
2024,MI,FT,Data Analyst,65400,EUR,72666,IE,0,IE,M
2024,SE,FT,Software Engineer,180000,EUR,200000,NL,0,NL,M
2024,SE,FT,Software Engineer,70000,EUR,77777,NL,0,NL,M
2024,SE,FT,Engineer,55000,EUR,61111,FR,0,FR,M
2024,SE,FT,Engineer,40000,EUR,44444,FR,0,FR,M
2024,MI,FT,Data Analytics Manager,50000,GBP,62500,GB,0,GB,M
2024,MI,FT,Data Analytics Manager,50000,GBP,62500,GB,0,GB,M
2024,SE,FT,Data Scientist,30000,GBP,37500,GB,0,GB,M
2024,SE,FT,Data Scientist,30000,GBP,37500,GB,0,GB,M
2024,MI,FT,Data Engineer,45000,GBP,56250,GB,0,GB,M
2024,MI,FT,Data Engineer,35000,GBP,43750,GB,0,GB,M
2024,SE,FT,Data Engineer,57000,EUR,63333,AT,0,AT,M
2024,SE,FT,Data Engineer,57000,EUR,63333,AT,0,AT,M
2024,EN,FT,Data Analyst,33000,EUR,36666,LT,0,LT,M
2024,EN,FT,Data Analyst,28000,EUR,31111,LT,0,LT,M
2024,MI,FT,Solutions Engineer,55000,EUR,61111,IE,0,IE,M
2024,MI,FT,Solutions Engineer,44000,EUR,48888,IE,0,IE,M
2024,EN,FT,Data Scientist,51432,EUR,57146,AT,0,AT,M
2024,EN,FT,Data Scientist,38580,EUR,42866,AT,0,AT,M
2024,SE,FT,Software Engineer,147000,EUR,163333,ES,100,ES,M
2024,SE,FT,Software Engineer,117000,EUR,130000,ES,100,ES,M
2024,MI,FT,Data Scientist,59000,EUR,65555,LT,0,LT,M
2024,MI,FT,Data Scientist,39000,EUR,43333,LT,0,LT,M
2024,EN,FT,Analyst,92856,EUR,103173,FR,0,FR,M
2024,EN,FT,Analyst,92856,EUR,103173,FR,0,FR,M
2024,EN,FT,Statistician,68892,EUR,76546,FR,0,FR,M
2024,EN,FT,Statistician,68892,EUR,76546,FR,0,FR,M
2024,EN,FT,Product Analyst,75000,GBP,93750,GB,0,GB,M
2024,EN,FT,Product Analyst,60000,GBP,75000,GB,0,GB,M
2024,MI,FT,Data Scientist,100000,CHF,113636,CH,50,CH,L
2024,SE,FT,Data Scientist,59040,EUR,65600,LT,0,LT,M
2024,SE,FT,Data Scientist,39360,EUR,43733,LT,0,LT,M
2024,SE,FT,Data Scientist,59040,EUR,65600,LT,0,LT,M
2024,SE,FT,Data Scientist,39360,EUR,43733,LT,0,LT,M
2024,EN,FT,Data Analyst,65000,GBP,81250,GB,0,GB,M
2024,EN,FT,Data Analyst,51000,GBP,63750,GB,0,GB,M
2024,EN,FT,Data Scientist,36000,EUR,40000,FI,0,FI,M
2024,EN,FT,Data Scientist,36000,EUR,40000,FI,0,FI,M
2024,EN,FT,BI Analyst,19200,EUR,21333,FR,0,FR,M
2024,EN,FT,BI Analyst,15600,EUR,17333,FR,0,FR,M
2024,MI,FT,Data Analyst,48000,USD,48000,PT,100,PT,M
2024,MI,FT,Data Analyst,32400,USD,32400,PT,100,PT,M
2024,SE,FT,Data Architect,72600,GBP,90750,GB,0,GB,M
2024,SE,FT,Data Architect,66000,GBP,82500,GB,0,GB,M
2024,SE,FT,Backend Engineer,104000,GBP,130000,GB,0,GB,M
2024,SE,FT,Backend Engineer,74000,GBP,92500,GB,0,GB,M
2024,EN,FT,Product Designer,25000,EUR,27777,IE,0,IE,S
2024,SE,FT,Data Governance Lead,95000,GBP,118750,GB,0,GB,M
2024,SE,FT,Data Governance Lead,75000,GBP,93750,GB,0,GB,M
2024,MI,FT,Business Intelligence Engineer,45000,GBP,56250,GB,0,GB,M
2024,MI,FT,Business Intelligence Engineer,30000,GBP,37500,GB,0,GB,M
2024,SE,FT,Software Developer,37200,EUR,41333,SK,0,SK,M
2024,SE,FT,Software Developer,37200,EUR,41333,SK,0,SK,M
2024,MI,FT,Engineer,119000,USD,119000,GB,0,GB,M
2024,MI,FT,Engineer,89000,USD,89000,GB,0,GB,M
2024,EN,FT,Data Analyst,330002,GBP,412502,GB,0,GB,M
2024,EN,FT,Data Analyst,33000,GBP,41250,GB,0,GB,M
2024,EN,FT,Data Analyst,291924,GBP,364905,GB,0,GB,M
2024,EN,FT,Data Analyst,24327,GBP,30408,GB,0,GB,M
2024,SE,FT,Data Engineer,50937,GBP,63671,GB,0,GB,M
2024,SE,FT,Data Engineer,44292,GBP,55365,GB,0,GB,M
2024,MI,FT,Machine Learning Engineer,250000,USD,250000,GB,0,GB,M
2024,MI,FT,Machine Learning Engineer,200000,USD,200000,GB,0,GB,M
2024,MI,FT,Quantitative Researcher,250000,USD,250000,GB,0,GB,M
2024,MI,FT,Quantitative Researcher,200000,USD,200000,GB,0,GB,M
2024,MI,FT,Data Engineer,97525,USD,97525,GB,0,GB,M
2024,MI,FT,Data Engineer,53950,USD,53950,GB,0,GB,M
2024,EN,FT,Data Analyst,291924,GBP,364905,GB,0,GB,M
2024,EN,FT,Data Analyst,24327,GBP,30408,GB,0,GB,M
2024,EN,FT,Data Analyst,26800,GBP,33500,GB,0,GB,M
2024,EN,FT,Data Analyst,26800,GBP,33500,GB,0,GB,M
2024,EX,FT,Head of Data,85000,GBP,106250,GB,0,GB,M
2024,EX,FT,Head of Data,80000,GBP,100000,GB,0,GB,M
2024,SE,FT,Data Scientist,57600,EUR,64000,LT,0,LT,M
2024,SE,FT,Data Scientist,57600,EUR,64000,LT,0,LT,M
2024,SE,FT,Data Scientist,90000,GBP,112500,GB,100,GB,M
2024,SE,FT,Data Scientist,80000,GBP,100000,GB,100,GB,M
2024,EN,FT,Data Analyst,77000,GBP,96250,GB,100,GB,M
2024,EN,FT,Data Analyst,77000,GBP,96250,GB,100,GB,M
2024,EN,FT,Data Analyst,24000,GBP,30000,GB,0,GB,M
2024,EN,FT,Data Analyst,24000,GBP,30000,GB,0,GB,M
2024,EN,FT,Data Analyst,32000,GBP,40000,GB,0,GB,M
2024,EN,FT,Data Analyst,32000,GBP,40000,GB,0,GB,M
2024,EN,FT,Data Analyst,26800,GBP,33500,GB,0,GB,M
2024,EN,FT,Data Analyst,26800,GBP,33500,GB,0,GB,M
2024,EN,FT,Data Analyst,24000,GBP,30000,GB,0,GB,M
2024,EN,FT,Data Analyst,24000,GBP,30000,GB,0,GB,M
2024,EN,FT,Data Analyst,40000,GBP,50000,GB,0,GB,M
2024,EN,FT,Data Analyst,35000,GBP,43750,GB,0,GB,M
2024,SE,FT,Data Scientist,63600,EUR,70666,NL,0,NL,M
2024,SE,FT,Data Scientist,48000,EUR,53333,NL,0,NL,M
2024,SE,FT,Software Engineer,62098,GBP,77622,GB,0,GB,M
2024,SE,FT,Software Engineer,46485,GBP,58106,GB,0,GB,M
2024,SE,FT,Data Scientist,192500,USD,192500,GB,0,GB,M
2024,SE,FT,Data Scientist,137500,USD,137500,GB,0,GB,M
2024,EN,FT,Data Engineer,70000,GBP,87500,GB,0,GB,M
2024,EN,FT,Data Engineer,51200,GBP,64000,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,150000,GBP,187500,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,80000,GBP,100000,GB,0,GB,M
2024,SE,FT,Analyst,45000,GBP,56250,GB,100,GB,M
2024,SE,FT,Analyst,40000,GBP,50000,GB,100,GB,M
2024,SE,FT,Product Analyst,100000,GBP,125000,GB,0,GB,M
2024,SE,FT,Product Analyst,70000,GBP,87500,GB,0,GB,M
2024,MI,FT,Data Scientist,79040,EUR,87822,AT,0,AT,M
2024,MI,FT,Data Scientist,79040,EUR,87822,AT,0,AT,M
2024,MI,FT,Data Engineer,75780,GBP,94725,GB,0,GB,M
2024,MI,FT,Data Engineer,68202,GBP,85252,GB,0,GB,M
2024,SE,FT,Data Scientist,110000,GBP,137500,GB,0,GB,M
2024,SE,FT,Data Scientist,70000,GBP,87500,GB,0,GB,M
2024,SE,FT,Engineer,138000,USD,138000,IE,0,IE,M
2024,SE,FT,Engineer,111000,USD,111000,IE,0,IE,M
2024,SE,FT,Business Intelligence Developer,50000,GBP,62500,GB,0,GB,M
2024,SE,FT,Business Intelligence Developer,45000,GBP,56250,GB,0,GB,M
2024,SE,FT,Data Operations Analyst,140000,USD,140000,FR,0,FR,M
2024,SE,FT,Data Operations Analyst,113000,USD,113000,FR,0,FR,M
2024,EN,FT,Data Analyst,42000,EUR,46666,AT,0,AT,M
2024,EN,FT,Data Analyst,42000,EUR,46666,AT,0,AT,M
2024,SE,FT,Data Engineer,60000,GBP,75000,GB,0,GB,M
2024,SE,FT,Data Engineer,50000,GBP,62500,GB,0,GB,M
2024,MI,FT,Machine Learning Engineer,41000,EUR,45555,ES,0,ES,M
2024,MI,FT,Machine Learning Engineer,36000,EUR,40000,ES,0,ES,M
2024,MI,FT,Engineering Manager,140000,GBP,175000,GB,0,GB,M
2024,MI,FT,Engineering Manager,115000,GBP,143750,GB,0,GB,M
2024,EN,FT,Data Scientist,36000,EUR,40000,FI,0,FI,M
2024,EN,FT,Data Scientist,36000,EUR,40000,FI,0,FI,M
2024,EN,FT,Data Scientist,36000,EUR,40000,FI,0,FI,M
2024,EN,FT,Data Scientist,36000,EUR,40000,FI,0,FI,M
2024,EN,FT,Data Governance Specialist,36000,EUR,40000,FI,0,FI,M
2024,EN,FT,Data Governance Specialist,36000,EUR,40000,FI,0,FI,M
2024,EN,FT,Data Analyst,40000,GBP,50000,SE,0,SE,M
2024,EN,FT,Data Analyst,35000,GBP,43750,SE,0,SE,M
2024,EN,FT,Data Analyst,36000,EUR,40000,FI,0,FI,M
2024,EN,FT,Data Analyst,36000,EUR,40000,FI,0,FI,M
2024,EN,FT,Data Analyst,36000,EUR,40000,FI,0,FI,M
2024,EN,FT,Data Analyst,36000,EUR,40000,FI,0,FI,M
2024,EN,FT,Data Analyst,36000,EUR,40000,FI,0,FI,M
2024,EN,FT,Data Analyst,36000,EUR,40000,FI,0,FI,M
2024,EN,FT,Data Analyst,36000,EUR,40000,FI,0,FI,M
2024,EN,FT,Data Analyst,36000,EUR,40000,FI,0,FI,M
2024,MI,FT,Data Manager,87610,GBP,109512,GB,0,GB,M
2024,MI,FT,Data Manager,62874,GBP,78592,GB,0,GB,M
2024,SE,FT,Manager,85800,USD,85800,PT,100,PT,M
2024,SE,FT,Manager,60060,USD,60060,PT,100,PT,M
2024,SE,FT,Data Analyst,112500,EUR,125000,ES,100,ES,M
2024,SE,FT,Data Analyst,67750,EUR,75277,ES,100,ES,M
2024,SE,FT,Data Analyst,121250,GBP,151562,GB,100,GB,M
2024,SE,FT,Data Analyst,72750,GBP,90937,GB,100,GB,M
2024,SE,FT,Data Scientist,90000,GBP,112500,GB,100,GB,M
2024,SE,FT,Data Scientist,80000,GBP,100000,GB,100,GB,M
2024,SE,FT,Machine Learning Engineer,149500,GBP,186875,GB,100,GB,M
2024,SE,FT,Machine Learning Engineer,134550,GBP,168187,GB,100,GB,M
2024,MI,FT,Data Analyst,56000,GBP,70000,GB,0,GB,M
2024,MI,FT,Data Analyst,46000,GBP,57500,GB,0,GB,M
2024,MI,FT,Data Scientist,40000,GBP,50000,GB,0,GB,M
2024,MI,FT,Data Scientist,30000,GBP,37500,GB,0,GB,M
2024,MI,FT,Data Management Specialist,70000,GBP,87500,GB,0,GB,M
2024,MI,FT,Data Management Specialist,50000,GBP,62500,GB,0,GB,M
2024,EN,FT,Data Specialist,46800,EUR,52000,NL,0,NL,M
2024,EN,FT,Data Specialist,39600,EUR,44000,NL,0,NL,M
2024,EN,FT,Data Analyst,47215,GBP,59018,GB,0,GB,M
2024,EN,FT,Data Analyst,42245,GBP,52806,GB,0,GB,M
2024,SE,FT,Engineer,102303,GBP,127878,GB,0,GB,M
2024,SE,FT,Engineer,68202,GBP,85252,GB,0,GB,M
2024,MI,FT,Software Engineer,190000,USD,190000,AT,100,AT,M
2024,MI,FT,Software Engineer,170000,USD,170000,AT,100,AT,M
2024,EN,FT,DevOps Engineer,51432,EUR,57146,AT,0,AT,M
2024,EN,FT,DevOps Engineer,38580,EUR,42866,AT,0,AT,M
2024,EN,FT,Engineer,51432,EUR,57146,AT,0,AT,M
2024,EN,FT,Engineer,38580,EUR,42866,AT,0,AT,M
2024,MI,FT,Cloud Database Engineer,55000,GBP,68750,GB,0,GB,M
2024,MI,FT,Cloud Database Engineer,45000,GBP,56250,GB,0,GB,M
2024,MI,FT,Data Scientist,44722,GBP,55902,GB,0,GB,M
2024,MI,FT,Data Scientist,38165,GBP,47706,GB,0,GB,M
2024,SE,FT,Data Architect,209557,USD,209557,UA,0,UA,M
2024,SE,FT,Data Architect,116421,USD,116421,UA,0,UA,M
2024,MI,FT,Data Engineer,85000,GBP,106250,GB,0,GB,M
2024,MI,FT,Data Engineer,85000,GBP,106250,GB,0,GB,M
2024,SE,FT,Business Analyst,70000,GBP,87500,GB,0,GB,M
2024,SE,FT,Business Analyst,51200,GBP,64000,GB,0,GB,M
2024,EN,FT,Machine Learning Scientist,48000,GBP,60000,GB,0,GB,M
2024,EN,FT,Machine Learning Scientist,48000,GBP,60000,GB,0,GB,M
2024,SE,FT,Analyst,51060,GBP,63825,GB,0,GB,M
2024,SE,FT,Analyst,45954,GBP,57442,GB,0,GB,M
2024,SE,FT,Consultant,59000,EUR,65555,FR,0,FR,M
2024,SE,FT,Consultant,52000,EUR,57777,FR,0,FR,M
2024,EN,FT,Consultant,49000,EUR,54444,FR,0,FR,M
2024,EN,FT,Consultant,42000,EUR,46666,FR,0,FR,M
2024,SE,FT,Data Engineer,59000,EUR,65555,FR,0,FR,M
2024,SE,FT,Data Engineer,52000,EUR,57777,FR,0,FR,M
2024,EN,FT,Data Engineer,49000,EUR,54444,FR,0,FR,M
2024,EN,FT,Data Engineer,42000,EUR,46666,FR,0,FR,M
2024,SE,FT,Data Analyst,155000,USD,155000,FI,0,FI,M
2024,SE,FT,Data Analyst,105000,USD,105000,FI,0,FI,M
2024,SE,FT,Data Analyst,155000,USD,155000,IE,0,IE,M
2024,SE,FT,Data Analyst,105000,USD,105000,IE,0,IE,M
2024,SE,FT,Data Analyst,155000,USD,155000,GB,0,GB,M
2024,SE,FT,Data Analyst,105000,USD,105000,GB,0,GB,M
2024,SE,FT,Data Analyst,155000,USD,155000,TR,0,TR,M
2024,SE,FT,Data Analyst,105000,USD,105000,TR,0,TR,M
2024,SE,FT,Product Manager,145620,USD,145620,TR,0,TR,M
2024,SE,FT,Product Manager,98400,USD,98400,TR,0,TR,M
2024,SE,FT,Product Manager,145620,USD,145620,GB,0,GB,M
2024,SE,FT,Product Manager,98400,USD,98400,GB,0,GB,M
2024,SE,FT,Product Manager,145620,USD,145620,IE,0,IE,M
2024,SE,FT,Product Manager,98400,USD,98400,IE,0,IE,M
2024,SE,FT,Product Manager,145620,USD,145620,FI,0,FI,M
2024,SE,FT,Product Manager,98400,USD,98400,FI,0,FI,M
2024,MI,FT,Data Scientist,24000,EUR,26666,SK,0,SK,M
2024,MI,FT,Data Scientist,24000,EUR,26666,SK,0,SK,M
2024,MI,FT,Associate,50685,GBP,63356,GB,0,GB,M
2024,MI,FT,Associate,43305,GBP,54131,GB,0,GB,M
2024,EN,FT,Data Analyst,45000,EUR,50000,FR,0,FR,M
2024,EN,FT,Data Analyst,40000,EUR,44444,FR,0,FR,M
2024,SE,FT,Data Engineer,56000,EUR,62222,AT,0,AT,M
2024,SE,FT,Data Engineer,56000,EUR,62222,AT,0,AT,M
2024,SE,FT,Data Engineer,51060,GBP,63825,GB,0,GB,M
2024,SE,FT,Data Engineer,45954,GBP,57442,GB,0,GB,M
2024,MI,FT,Data Manager,50000,GBP,62500,GB,0,GB,M
2024,MI,FT,Data Manager,45000,GBP,56250,GB,0,GB,M
2024,SE,FT,Analyst,46800,GBP,58500,GB,0,GB,M
2024,SE,FT,Analyst,42120,GBP,52650,GB,0,GB,M
2024,MI,FT,Manager,69860,GBP,87325,GB,0,GB,M
2024,MI,FT,Manager,62874,GBP,78592,GB,0,GB,M
2024,SE,FT,Engineer,91250,EUR,101388,NL,100,NL,M
2024,SE,FT,Engineer,54750,EUR,60833,NL,100,NL,M
2024,EN,FT,AI Engineer,51432,EUR,57146,AT,0,AT,M
2024,EN,FT,AI Engineer,38580,EUR,42866,AT,0,AT,M
2024,SE,FT,Engineer,140000,GBP,175000,GB,0,GB,M
2024,SE,FT,Engineer,100000,GBP,125000,GB,0,GB,M
2024,EN,FT,Data Analyst,67500,GBP,84375,GB,0,GB,M
2024,EN,FT,Data Analyst,54000,GBP,67500,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,67200,EUR,74666,LV,0,LV,M
2024,SE,FT,Machine Learning Engineer,45600,EUR,50666,LV,0,LV,M
2024,EN,FT,Stage,29400,CHF,33409,CH,0,CH,M
2024,EN,FT,Stage,29400,CHF,33409,CH,0,CH,M
2024,EN,FT,Stage,29400,CHF,33409,CH,0,CH,M
2024,EN,FT,Stage,29400,CHF,33409,CH,0,CH,M
2024,MI,FT,Software Engineer,45000,EUR,50000,LT,0,LT,M
2024,MI,FT,Software Engineer,45000,EUR,50000,LT,0,LT,M
2024,EN,FT,Data Analyst,112500,EUR,125000,FR,0,FR,M
2024,EN,FT,Data Analyst,87500,EUR,97222,FR,0,FR,M
2024,SE,FT,Data Scientist,54135,GBP,67668,GB,0,GB,M
2024,SE,FT,Data Scientist,52059,GBP,65073,GB,0,GB,M
2024,MI,CT,Manager,40000,GBP,50000,GB,100,GB,M
2024,MI,CT,Manager,36000,GBP,45000,GB,100,GB,M
2024,SE,FT,Software Development Engineer,84000,EUR,93333,LV,0,LV,M
2024,SE,FT,Software Development Engineer,48000,EUR,53333,LV,0,LV,M
2024,SE,FT,AI Engineer,113800,EUR,126444,IE,0,IE,M
2024,SE,FT,AI Engineer,68300,EUR,75888,IE,0,IE,M
2024,EN,FT,Data Governance Analyst,81900,EUR,91000,IE,0,IE,M
2024,EN,FT,Data Governance Analyst,49100,EUR,54555,IE,0,IE,M
2024,EN,FT,Data Analyst,30000,GBP,37500,GB,0,GB,M
2024,EN,FT,Data Analyst,30000,GBP,37500,GB,0,GB,M
2024,SE,FT,AI Engineer,91600,EUR,101777,DE,0,DE,M
